,Title,label
603,Các cựu TNLT lên tiếng về vụ TNLT Trương Minh Đức tuyệt thực hơn 16 ngày,1
473,Chính quyền bất lực trước tình trạng ô nhiễm không khí khủng khiếp tại Hà Nội và Sài Gòn,1
226,Phạm Minh Hoàng: So sánh nền giáo dục VNCH và nền giáo dục CSVN,1
647,Thiên An Môn 30 năm sau,1
626,Nguyệt Nga & Kim Ngân – Những đàn em trung thành của Bắc Kinh?,1
370,10 sự kiện nổi bật trên thế giới trong năm 2019,1
16,Tin đặc biệt: Việt Nam đe dọa đóng cửa Facebook liên quan đến đòi hỏi kiểm duyệt,1
641,Thiên An Môn – 30 năm thế giới vẫn không quên,1
31, Trách nhiệm của các nền tảng mạng xã hội ,0
669,Vấn nạn giáo dục học đường,1
665,Brexit: 3 năm nhìn lại,1
316,Hiệp Định EVFTA và những cơ hội mới cho phong trào đấu tranh dân chủ tại Việt Nam,1
82,"Đừng hỏi tại sao Phạm Phú Quốc có 2,5 triệu Mỹ Kim",1
365,Phạm Minh Hoàng: Nguyễn Phú Trọng “nổ mây đen và mặt trời” để che đậy thực trạng Việt Nam,1
264,Nhà cầm quyền CSVN đang che giấu thông tin dịch bệnh Covid-19 như thế nào,1
653,Kinh tế Việt Nam sẽ qua mặt Singapore năm 2029?,1
221,Khi chánh án là “vua”,1
710,"30/4: Tôi mong họ sống mãi, không bao giờ chết!",1
54,Nếu tôi có đi tù…,1
115,Hàng trăm ngàn dân xếp hàng mua báo để ủng hộ chủ báo vừa bị bắt,1
293,DB Chris Hayes yêu cầu Ngoại Trưởng Úc áp lực Việt Nam trả tự do cho ông Châu Văn Khảm,1
405,Những điều “kinh dị” trong vụ án “trốn thuế” của Luật Sư Trần Vũ Hải,1
173,CSVN thua đau ở Biển Đông,1
559,"Công dân Úc, ông Châu Văn Khảm đã bị giam giữ 6 tháng tại Việt Nam mà không có luật sư bào chữa",1
577,Phản đối chính sách hành hạ tù nhân lương tâm,1
49,VietJet – Vietnam Airlines: Hai mảng màu tối sáng,1
294,"Người dân Đồng Bằng Sông Cửu Long kêu cứu, nhà nước làm ngơ miền Nam",1
28,Ông Lý Thái Hùng: Liên minh Trà Sữa kết nối giới trẻ đấu tranh ở Châu Á,1
190,Các tổ chức nhân quyền kêu gọi trả tự do cho các nhà văn và bloggers bị bắt giữ,1
214,LS Nguyễn Văn Đài: Vụ oan án Hồ Duy Hải kéo dài 12 năm do mục đích bao che và chính trị,1
234,Phạm Minh Hoàng: Việt Nam cần làm gì để ngăn cản Trung Quốc ở Biển Đông,1
241,Viễn cảnh Việt Nam sau đại dịch COVID-19,1
9, Chống tham nhũng là mệnh lệnh sống còn của Đảng ,0
391,Alexandre de Rhodes: Kẻ mang tội ác?,1
549,Dã tâm lâu dài của Trung Cộng,1
112,Sức mạnh của số đông,1
182,Ý nghĩa về sự hiện diện 3 hàng không mẫu hạm Hoa Kỳ tại Biển Đông,1
109,Dân tộc bị nguyền rủa,1
799,Ông Trọng: Trong héo – Ngoài tươi,1
132,Ông Phạm Minh Hoàng: Trung Quốc đẩy người mang virus corona sang Việt Nam?,1
10," Bài 2: Dám nghĩ, dám làm, tự giác chịu trách nhiệm ",0
34,Ai cấp phép xây các thủy điện gây thảm họa bất chấp cảnh báo của giới chuyên gia?,1
367,Sự kiện Việt Nam & Thế giới: tổng kết 2019 và dự phóng 2020,1
531,Đánh hay không đánh?,1
229,"Covid-19: Trung Cộng vô trách nhiệm, hống hách và đáng kinh tởm",1
3, Giá hàng hóa nguyên liệu biến động mạnh ,0
422,Không ai đoán được hiệu ứng Domino năm 1989*,1
376,Chiến dịch càn quét của CSVN đối với các nhà hoạt động dân chủ?,1
597,Trung Cộng ngang ngược kéo quân tập trận sâu xuống cận Trường Sa,1
165,Ông Lý Thái Hùng: Mục đích của CSVN khi vu khống ông Châu Văn Khảm là “khủng bố”,1
230,Tại sao “Công Hàm Phạm Văn Đồng” là công hàm bán nước?,1
499,Vì sao người Trung Quốc dễ dàng biến Việt Nam thành xưởng sản xuất ma túy,1
635,"Kiện Formosa ra tòa án quốc tế, tia hy vọng mới cho các nạn nhân",1
51,"Vì sao nhà báo, nhà hoạt động nhân quyền Phạm Đoan Trang bị bắt vào lúc này?",1
773,Nói thật sau khi nghỉ hưu,1
184,Phạm Minh Hoàng: Tính phí rác sinh hoạt theo khối lượng không khả thi,1
272,COVID-19: Nước Ý có còn là nước Ý?,1
335,Về chuyện rèn luyện những “hạt giống đỏ”?,1
400,Vì sao CSVN bắt và truy tố TS Phạm Chí Dũng?,1
456,"Hạ Viện Mỹ thông qua dự luật trừng phạt quan chức vi phạm nhân quyền, làm suy yếu quyền tự trị của Hong Kong",1
411,Nhà giáo Phạm Minh Hoàng phân tích vụ cư dân mạng tẩy chay Thành Long,1
789,Tiêu đời anh Tuấn 4T,1
840,Hòa giải Nam và Bắc Hàn ló dạng?,1
700,Tại sao Huawei bị Hoa Kỳ tìm cách cô lập,1
500,Người Việt tại Anh Quốc biểu tình chống Trung Quốc vi phạm biển đảo Việt Nam,1
734,Nhìn lại những vụ đốt lò của ông Trọng năm 2018,1
395,Cộng đồng người Việt tại Đức vận động cho nhân quyền Việt Nam và hoãn phê chuẩn EVFTA,1
27,Ai giúp Bộ Trưởng Nguyễn Văn Thể thoát nạn?,1
55, [Ảnh] Chủ tịch Quốc hội Vương Đình Huệ dự Lễ khai mạc Năm Du lịch quốc gia 2023 ,0
638,Chúng ta sẽ hồi sinh,1
614,Nét đẹp trong đời sống: Tình yêu thương giữa cha mẹ và con cái – Chữ Hiếu trong văn hoá Việt Nam,1
355,Phạm Minh Hoàng: Luật đất đai sẽ còn gây ra nhiều thảm cảnh Đồng Tâm,1
41," Ngăn chặn tình trạng lập hội, nhóm tiêu cực trên không gian mạng ",0
693,Kinh tế tụt hậu và phát triển khập khiễng,1
24,Liệu Việt Nam có thể trở thành “kỳ tích Châu Á?”,1
602,Chí Phèo 4.0,1
419,Đông Âu 1989 – 30 Năm Nhìn Lại: Ba Lan cuộc cách mạng 10 năm,1
237,LS Nguyễn Văn Đài: Vì sao báo chí rầm rộ đưa tin về Đường “Nhuệ”?,1
295,Cơ hội cuối cùng,1
776,Thảm họa vỡ đập tại Lào đã cảnh báo điều gì?,1
291,Úc: Biểu tình phản đối bản án đối với ông Châu Văn Khảm và các nhà hoạt động,1
755,Các doanh nghiệp Việt ‘ngại lớn’?,1
476,Sông Đồng Nai đang bị bức tử!,1
562,Bãi Tư Chính: Bắc Kinh vừa ăn cướp vừa la làng,1
9,“Miếng da lừa” cuối cùng của đảng Cộng Sản Việt Nam,1
746,Tổ chức Ân Xá Quốc Tế: Việt Nam phải tôn trọng nhân quyền trong Luật An Ninh Mạng,1
775,Lò của ông Trọng sớm tắt ngấm?,1
600,Kinh tế Việt Nam bị thiệt hại vì nạn hàng Trung Quốc đội lốt hàng Việt,1
253,COVID-19: Hãy tiếp tục chung tay hỗ trợ những người bị bỏ quên,1
244,Trung Quốc chặn nước sông Mekong khiến nạn hạn hán ở hạ nguồn tồi tệ hơn,1
821,Cần loại ngay từ “thu giá” ra khỏi ngôn ngữ nói và viết,1
678,Luật hoá “nịnh bợ cấp trên”,1
32,"Facebook “quảng cáo” tự do ngôn luận. Ở Việt Nam, công ty hỗ trợ kiểm duyệt",1
477,Nhóm chống biến đổi khí hậu Việt Nam bị ngăn cản tổ chức tuần hành,1
526,Hơn 60.000 người Nga xuống đường biểu tình đòi tự do bầu cử,1
30, Thực hành dân chủ và tăng cường pháp chế ,0
161,CSVN “quảng cáo” cho Hội thảo đàn áp tự do ngôn luận,1
703,Thu phí người nuôi bệnh là sự tàn nhẫn không tình người,1
52,Vụ án đạo văn bằng tiến sĩ,1
723,Xã hội Việt Nam có hạnh phúc?,1
416,Hướng về phiên tòa xét xử ba nhà hoạt động dân chủ,1
560,Báo cáo láo hay che giấu yếu kém,1
392,Câu chuyện trá hình,1
502,"Tiết lộ: Đặc Khu Trưởng Hong Kong muốn từ chức, sẽ bắt thêm người biểu tình",1
217,Chiếc áo choàng cũ của “tân vương”,1
247,Công hàm gởi LHQ và cái chết ngã lầu mờ ám của LS Bùi Quang Tín,1
300,Các tổ chức gởi thư yêu cầu Hội Đồng Nhân Quyền LHQ điều tra vụ thảm sát Đồng Tâm,1
320,"Việt Nam giúp, Trung Quốc không cám ơn: Hai sự kiện, chỉ một ý nghĩa!",1
385,"Sydney, Úc Châu kỷ niệm Ngày Quốc Tế Nhân Quyền lần thứ 71",1
22,Lấy quyền gì thôn thu lại tiền cứu trợ bão lụt?,1
672,Ông Nguyễn Xuân Phúc phải giữ lời “đóng cửa Formosa”,1
777,Sợ tướng ‘tâm tư’ chứ không ngại dân ‘tâm tư’,1
68,Chết mà không được chôn,1
464,Câu chuyện nữ trưởng phòng tỉnh ủy Đắk Lắk,1
697,Hồng phúc dân tộc,1
49, Gieo trồng “hạt giống” văn hóa doanh nghiệp tại TNG Holdings Vietnam ,0
43,"Nền kinh tế “3 chân, còn 1” và khả năng trở thành “kỳ tích Châu Á”",1
124,Đảng và Trí Thức,1
444,Tướng Trung Quốc lộng ngôn về chủ quyền Biển Đông trước mũi Bộ Trưởng Xuân Lịch,1
403,Miền Nam Việt Nam trước thảm họa môi sinh và xã hội,1
781,Thương mại: Mỹ hòa với châu Âu để dồn sức đánh Trung Quốc,1
268,Bác sĩ ở Pháp nói về biến chuyển triệu chứng COVID-19 trong hơn 14 ngày cách ly,1
374,Dân biểu Quốc Hội Âu Châu nói gì về Hiệp Định Tự Do Thương Mại EU – Việt Nam,1
427,Đảng Cộng Sản nên chấm dứt thói vô trách nhiệm,1
584,Quốc tế lên tiếng về tình trạng TNLT tuyệt thực ở Trại giam số 6 Nghệ An,1
503,Carrie Lam nhượng bộ – chính thức hủy bỏ dự luật dẫn độ,1
568,Vấn nạn “nhạt chính trị” nơi nghị trường Quốc Hội,1
410,Tổ chức Theo Dõi Nhân Quyền: Úc cần lên tiếng mạnh mẽ cho ông Châu Văn Khảm,1
522,"Đánh không, không đánh?",1
141,Bệnh nổ dễ lây ở Việt Nam,1
89,Mục tiêu “hùng cường” của ông Phúc và câu chuyện “cách mạng công nghiệp 4.0” ở Việt Nam,1
817,Nguy cơ an ninh khi lập đặc khu cho thuê 99 năm,1
732,Nhìn lại vụ án bắt cóc Trịnh Xuân Thanh qua phiên tòa Nguyễn Hải Long,1
394,"Giúp xây đường sắt Hải Phòng – Lào Cai – Côn Minh, Trung Cộng muốn thôn tính Miền Bắc Việt Nam",1
12, Lợi dụng quyền dân chủ để chống phá chế độ ,0
675,"Nguyễn Phú Trọng xuất hiện, lò nóng trở lại?",1
705,"Ông Tổng Tịch chưa chết, giá xăng đã lên tới trời",1
523,Tháng 8 – Mùa tưởng niệm,1
36," Đổi mới giáo dục cho trẻ em, vì trẻ em ",0
594,Những “tình huống thú vị”,1
282,Tổ Chức Y Tế Thế Giới WHO: Hướng dẫn & giải thích những hiểu sai về COVID-19,1
21,Tại sao ông Trọng cho “trảm” Nguyễn Văn Bình?,1
158,Chó cắn áo rách,1
117,Nhà giáo Phạm Minh Hoàng: Những “bất thường” trong kết luận vụ Tiến Sĩ Bùi Quang Tín ngã lầu,1
150,Tâm Thư Gửi Bác Vũ Quý Kỳ,1
362,Đồng Tâm và Hồn Dân Tộc!,1
721,Cao tốc Bắc – Nam: Nói không với nhà thầu Trung cộng*,1
605,Tuyệt thực trong tù để làm gì?,1
108,"Việt Nam ơi, đừng giao trứng cho ác!",1
53," Bảo đảm du lịch an ninh, an toàn ",0
768,Think Tank Việt Nam?,1
714,Làm ngược,1
35, Bảo vệ chủ quyền quốc gia trên không gian mạng ,0
155,Vụ oan án Hồ Duy Hải: Công an “vào cuộc” đe dọa các đại biểu quốc hội,1
41,15 dân biểu liên bang Hoa Kỳ yêu cầu Bộ Ngoại Giao kêu gọi CSVN tôn trọng nhân quyền và luật pháp trong vụ Đồng Tâm,1
801,Cuối tuần 17/6 thất bại?,1
724,Sán lợn và 10 chuyện gớm ghiếc chung quanh,1
375,Quân đội phục vụ đảng hay tổ quốc?,1
48, Tái hiện non sông Việt Nam qua bộ sưu tập áo dài “Việt Nam gấm hoa” ,0
699,Không nên im lặng trước việc tăng giá điện,1
441,Cố Thứ Trưởng Lê Hải An là nạn nhân của TBT Nguyễn Phú Trọng,1
366,Nguyễn Phú Trọng có dám bắt Nguyễn Tấn Dũng ra “hầu toà”?,1
228,Vì sao hạt gạo Việt Nam thua xa hạt gạo Thái Lan?,1
38,TNLT Lê Đình Lượng tuyệt thực trong tù để đòi quyền được sống xứng đáng,1
